Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,
125,D'Angelo Russell,28,LAL,PG,29,10,26.3,4.4,10.7,.415,1.9,5.8,.333,2.5,4.9,.510,.505,1.6,1.8,.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,
126,D'Angelo Russell,28,BRK,PG,14,11,24.4,4.3,11.4,.375,2.1,6.2,.333,2.2,5.2,.425,.466,3.6,4.0,.893,0.4,2.5,2.9,6.1,1.4,0.9,2.1,2.1,14.2,
127,Russell Westbrook,36,DEN,PG,48,27,27.7,4.9,10.3,.477,1.1,3.5,.331,3.8,6.8,.550,.532,2.0,3.2,.641,1.4,3.7,5.1,6.4,1.5,0.5,3.0,2.5,13.0,
128,Moritz Wagner,27,ORL,C,30,1,18.8,4.7,8.3,.562,0.9,2.5,.360,3.8,5.8,.649,.616,2.6,3.7,.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,
129,Rui Hachimura,26,LAL,PF,42,42,32.0,4.9,9.6,.504,1.6,3.8,.422,3.2,5.8,.557,.588,1.5,1.9,.772,1.5,3.6,5.1,1.5,0.8,0.5,0.9,1.9,12.8,
130,Santi Aldama,24,MEM,PF,43,11,24.6,5.0,10.1,.489,1.7,4.7,.370,3.2,5.5,.589,.573,1.0,1.5,.698,1.6,5.2,6.7,2.5,0.8,0.5,1.1,1.0,12.7,
131,Stephon Castle,20,SAS,PG,48,29,25.6,4.5,10.9,.413,1.1,3.9,.283,3.4,7.0,.485,.464,2.5,3.5,.729,0.8,2.0,2.8,3.6,0.8,0.3,2.0,1.8,12.6,
132,Bilal Coulibaly,20,WAS,SF,47,47,33.3,4.5,10.6,.425,1.1,3.9,.282,3.4,6.7,.508,.477,2.5,3.3,.755,1.4,3.6,5.1,3.5,1.4,0.7,2.1,2.4,12.6,
133,Daniel Gafford,26,DAL,C,49,26,22.0,5.1,7.3,.699,0.0,0.0,,5.1,7.3,.699,.699,2.4,3.4,.710,2.7,4.2,6.9,1.4,0.4,1.8,1.2,2.7,12.6,
134,Scoot Henderson,20,POR,PG,45,8,26.5,4.3,9.9,.434,1.5,4.0,.367,2.8,5.9,.479,.508,2.5,3.2,.785,0.7,2.4,3.1,5.4,1.2,0.3,2.7,2.7,12.6,
135,Khris Middleton,33,MIL,SF,23,7,23.2,4.7,9.2,.512,1.5,3.7,.407,3.2,5.4,.584,.595,1.7,2.0,.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,
136,Ayo Dosunmu,25,CHI,SG,41,23,30.7,4.8,9.9,.490,1.4,4.2,.345,3.4,5.7,.597,.563,1.3,1.7,.794,0.6,3.0,3.6,4.7,0.9,0.4,1.3,2.3,12.4,
137,Terry Rozier,30,MIA,PG,46,21,28.6,4.6,11.2,.409,1.6,5.3,.307,2.9,5.9,.500,.482,1.7,2.0,.856,0.8,3.3,4.2,2.9,0.6,0.3,1.4,1.4,12.4,
138,Aaron Gordon,29,DEN,PF,30,21,26.7,4.3,8.5,.510,1.1,2.8,.405,3.2,5.7,.561,.576,2.5,3.2,.784,1.5,3.2,4.7,3.1,0.5,0.3,1.3,1.6,12.3,
139,Brook Lopez,36,MIL,C,49,49,32.1,4.6,9.7,.475,1.9,5.2,.368,2.7,4.6,.596,.572,1.1,1.3,.803,1.1,3.6,4.6,1.7,0.7,1.9,1.0,2.2,12.2,
140,Onyeka Okongwu,24,ATL,C,45,11,25.1,4.8,8.5,.571,0.5,1.6,.288,4.4,6.9,.638,.598,2.0,2.7,.744,2.9,5.1,8.0,2.0,0.8,0.8,1.0,2.4,12.2,
141,Josh Giddey,22,CHI,PG,48,48,28.8,4.6,10.3,.448,1.3,3.8,.339,3.3,6.5,.513,.511,1.6,2.1,.755,1.6,5.6,7.3,6.6,1.1,0.5,2.8,1.6,12.1,
142,Keegan Murray,24,SAC,PF,48,48,35.1,4.7,10.7,.436,1.8,5.5,.327,2.9,5.2,.552,.520,0.8,1.0,.816,2.2,4.9,7.1,1.4,0.8,0.8,0.9,2.6,12.0,
143,Daeqwon Plowden,26,ATL,SG,2,0,16.5,4.0,5.0,.800,3.0,4.0,.750,1.0,1.0,1.000,1.100,1.0,1.0,1.000,1.5,1.0,2.5,0.0,0.0,0.0,0.5,2.5,12.0,
144,Jeremy Sochan,21,SAS,PF,30,19,26.9,4.8,9.0,.535,0.5,1.5,.318,4.4,7.6,.577,.561,1.9,2.6,.718,2.5,5.0,7.5,2.5,0.9,0.5,1.7,2.4,12.0,
145,Jabari Smith Jr.,21,HOU,PF,33,33,30.9,4.1,9.5,.435,1.7,4.8,.354,2.4,4.7,.516,.524,2.0,2.3,.867,1.8,4.7,6.5,1.0,0.4,1.0,0.9,2.3,11.9,
146,Keldon Johnson,25,SAS,SF,46,0,23.7,4.4,9.7,.453,1.1,3.7,.300,3.3,6.0,.547,.510,2.0,2.5,.769,1.3,3.3,4.6,1.4,0.6,0.2,0.8,1.4,11.8,
147,Buddy Hield,32,GSW,SG,51,19,23.5,4.2,10.2,.413,2.6,7.0,.371,1.6,3.2,.506,.541,0.7,0.9,.822,0.6,2.7,3.3,1.7,0.8,0.3,1.2,1.8,11.7,
148,Harrison Barnes,32,SAS,PF,49,49,27.8,4.0,7.9,.504,1.5,3.7,.408,2.5,4.3,.586,.598,2.1,2.7,.802,1.5,2.5,4.0,1.8,0.4,0.2,0.6,1.0,11.6,
149,Dante Exum,29,DAL,PG,4,3,18.8,4.3,8.5,.500,1.3,3.0,.417,3.0,5.5,.545,.574,1.8,2.5,.700,0.3,1.0,1.3,3.3,0.8,0.0,1.3,1.5,11.5,
150,Corey Kispert,25,WAS,SF,46,0,26.7,4.2,9.3,.449,1.9,5.4,.357,2.3,3.9,.575,.552,1.2,1.3,.869,0.7,2.3,3.0,1.6,0.6,0.2,1.0,1.6,11.5,
151,Alex Sarr,19,WAS,C,41,41,26.8,4.3,10.9,.397,1.4,4.6,.307,2.9,6.3,.463,.462,1.4,2.1,.644,1.8,4.8,6.6,2.2,0.7,1.6,1.4,2.4,11.5,
152,Jonas Valančiūnas,32,2TM,C,50,12,20.0,4.7,8.6,.542,0.1,0.5,.259,4.5,8.1,.561,.550,1.9,2.2,.898,2.4,5.7,8.2,2.2,0.4,0.6,1.8,2.0,11.4,
153,Jonas Valančiūnas,32,WAS,C,49,12,20.1,4.7,8.6,.547,0.1,0.6,.259,4.6,8.1,.567,.556,1.9,2.2,.896,2.4,5.8,8.2,2.2,0.4,0.6,1.8,2.0,11.5,
154,Jonas Valančiūnas,32,SAC,C,1,0,17.0,2.0,8.0,.250,0.0,0.0,,2.0,8.0,.250,.250,2.0,2.0,1.000,2.0,3.0,5.0,3.0,0.0,0.0,0.0,2.0,6.0,
155,Isaiah Hartenstein,26,OKC,C,30,29,29.2,4.9,8.7,.561,0.0,0.4,.000,4.9,8.3,.590,.561,1.6,2.6,.636,2.9,9.0,12.0,4.2,0.8,1.1,1.8,2.9,11.4,
156,Ty Jerome,27,CLE,SG,49,2,19.0,4.2,8.1,.516,1.4,3.4,.430,2.7,4.7,.578,.606,1.5,1.7,.892,0.7,1.8,2.5,3.4,1.2,0.0,1.2,1.5,11.3,
157,Jaylen Wells,21,MEM,SG,51,46,26.1,4.0,9.0,.444,1.9,4.9,.377,2.1,4.1,.527,.548,1.5,1.7,.841,1.0,2.1,3.2,1.7,0.6,0.1,1.0,1.8,11.3,
158,Tari Eason,23,HOU,PF,34,2,23.7,4.3,9.1,.477,1.0,2.9,.343,3.3,6.1,.541,.532,1.6,2.1,.746,2.1,4.1,6.3,1.1,1.9,0.9,0.9,2.4,11.2,
159,Walker Kessler,23,UTA,C,40,40,30.2,4.8,6.8,.710,0.1,0.2,.333,4.8,6.7,.718,.713,1.5,2.7,.541,4.6,7.4,11.9,1.6,0.6,2.4,1.5,2.3,11.2,
160,Naji Marshall,27,DAL,SF,39,14,24.5,4.4,8.9,.500,0.9,2.9,.301,3.6,6.0,.597,.549,1.4,1.7,.862,0.9,2.7,3.5,2.6,1.0,0.1,1.4,1.4,11.2,
161,Zaccharie Risacher,19,ATL,SF,45,43,23.8,4.2,9.9,.423,1.3,4.2,.305,2.9,5.7,.510,.488,1.5,2.2,.694,1.3,2.2,3.4,1.2,0.8,0.5,1.1,2.0,11.2,
162,Grayson Allen,29,PHO,SG,42,3,25.1,3.5,7.9,.449,2.6,5.9,.435,1.0,2.0,.488,.611,1.4,1.7,.831,0.6,2.8,3.5,2.0,1.0,0.3,1.0,1.4,11.1,
163,Guerschon Yabusele,29,PHI,C,48,26,26.8,4.1,7.9,.520,1.5,3.8,.401,2.6,4.1,.629,.616,1.4,1.9,.733,1.9,3.8,5.7,2.0,0.8,0.4,1.3,2.5,11.1,
164,Donte DiVincenzo,28,MIN,SG,40,8,26.4,3.7,9.3,.397,2.6,7.0,.369,1.1,2.4,.479,.535,1.0,1.3,.820,0.6,3.1,3.7,3.6,1.2,0.2,1.8,1.6,11.0,
165,Jrue Holiday,34,BOS,PG,44,44,30.2,4.0,9.1,.438,1.8,5.1,.342,2.3,4.0,.559,.534,1.2,1.4,.900,1.1,3.3,4.4,3.7,1.0,0.4,1.3,1.6,11.0,
166,Tyus Jones,28,PHO,PG,50,50,29.5,4.1,8.9,.463,2.1,5.0,.412,2.0,3.9,.528,.579,0.8,0.9,.886,0.5,1.9,2.4,5.8,0.9,0.1,1.3,1.0,11.0,
167,Nikola Jović,21,MIA,PF,41,10,25.0,3.8,8.1,.467,1.8,4.5,.393,2.0,3.6,.557,.575,1.7,2.1,.835,0.6,3.3,3.9,3.0,0.9,0.3,1.3,1.7,11.0,
168,Jaden McDaniels,24,MIN,PF,52,52,31.4,4.3,9.3,.461,1.3,3.8,.338,3.0,5.5,.545,.530,1.1,1.3,.800,1.5,4.0,5.5,1.7,1.4,0.9,1.1,2.9,11.0,
169,Tim Hardaway Jr.,32,DET,SG,48,48,28.6,3.5,8.5,.413,2.1,5.7,.377,1.4,2.8,.485,.539,1.7,2.0,.825,0.2,2.1,2.3,1.6,0.4,0.1,0.7,1.3,10.9,
170,Jordan Hawkins,22,NOP,SG,33,5,23.2,3.7,10.2,.363,1.9,5.9,.328,1.8,4.3,.411,.458,1.6,1.9,.839,0.4,2.1,2.5,1.0,0.7,0.4,0.9,0.7,10.9,
171,Andrew Nembhard,25,IND,SG,34,34,28.5,4.1,8.6,.474,0.8,2.4,.329,3.3,6.2,.531,.520,1.9,2.5,.762,0.6,2.9,3.4,5.1,1.3,0.1,1.8,2.2,10.9,
172,Duncan Robinson,30,MIA,SF,48,30,24.3,3.8,9.2,.418,2.5,6.6,.377,1.4,2.6,.524,.553,0.7,0.8,.895,0.3,2.1,2.3,2.6,0.6,0.1,1.1,2.0,10.9,
173,Brandon Boston Jr.,23,NOP,SG,41,10,23.9,4.0,9.1,.437,1.1,3.3,.341,2.9,5.8,.492,.499,1.6,2.0,.802,0.7,2.6,3.2,2.2,1.2,0.2,1.2,1.7,10.7,
174,Jalen Duren,21,DET,C,49,49,25.6,4.5,6.4,.698,0.0,0.0,,4.5,6.4,.698,.698,1.8,2.6,.672,3.6,6.5,10.0,2.4,0.7,1.2,1.9,3.3,10.7,
175,Rudy Gobert,32,MIN,C,52,52,33.3,4.2,6.4,.650,0.0,0.0,,4.2,6.4,.650,.650,2.4,3.5,.676,3.4,6.9,10.4,1.8,0.7,1.6,1.3,2.4,10.7,
176,Chris Boucher,32,TOR,PF,44,0,17.3,3.8,7.5,.505,1.5,4.0,.377,2.3,3.5,.647,.604,1.4,1.8,.788,1.3,3.0,4.3,0.6,0.5,0.5,0.6,1.4,10.5,
177,Derrick Jones Jr.,27,LAC,SF,49,46,25.2,4.2,8.1,.519,1.0,2.8,.367,3.1,5.2,.602,.584,1.1,1.3,.788,1.4,2.3,3.7,0.9,1.2,0.4,1.0,2.0,10.5,
178,Grant Williams,26,CHO,PF,16,7,29.9,3.4,7.7,.439,1.7,4.6,.365,1.7,3.1,.551,.549,1.9,2.3,.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,
179,Quentin Grimes,24,2TM,SG,48,12,22.9,3.6,7.8,.465,1.7,4.3,.398,1.9,3.5,.548,.575,1.3,1.7,.771,0.6,3.1,3.8,2.1,0.7,0.2,1.3,1.7,10.3,
180,Quentin Grimes,24,DAL,SG,47,12,22.8,3.6,7.8,.463,1.7,4.3,.398,1.9,3.5,.543,.573,1.3,1.7,.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,
181,Quentin Grimes,24,PHI,SG,1,0,28.0,5.0,9.0,.556,2.0,5.0,.400,3.0,4.0,.750,.667,2.0,2.0,1.000,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,14.0,
182,Ochai Agbaji,24,TOR,SG,46,35,27.8,4.1,8.1,.508,1.6,3.9,.398,2.5,4.2,.613,.605,0.5,0.8,.667,0.9,2.8,3.7,1.6,0.9,0.6,0.7,1.9,10.3,
183,Julian Champagnie,23,SAS,SF,49,26,25.2,3.5,8.5,.416,2.3,6.2,.363,1.3,2.2,.564,.549,1.0,1.1,.904,0.8,3.3,4.1,1.2,0.8,0.4,1.0,1.4,10.3,
184,Spencer Dinwiddie,31,DAL,PG,50,18,25.1,3.3,7.9,.412,1.4,4.0,.342,1.9,3.9,.482,.497,2.4,2.8,.852,0.2,2.2,2.4,3.7,0.9,0.2,1.1,1.5,10.3,
185,Herbert Jones,26,NOP,SF,20,20,32.4,3.8,8.6,.436,1.1,3.6,.306,2.7,5.0,.530,.500,1.7,2.0,.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,
186,De'Anthony Melton,26,GSW,SG,6,2,20.2,3.7,9.0,.407,2.2,5.8,.371,1.5,3.2,.474,.528,0.8,1.3,.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,
187,Aaron Wiggins,26,OKC,SG,50,17,21.6,4.1,8.3,.496,1.4,3.8,.362,2.7,4.5,.609,.579,0.8,0.9,.848,1.1,2.5,3.6,1.6,0.7,0.2,0.8,1.3,10.3,
188,Toumani Camara,24,POR,PF,50,50,32.2,3.8,8.5,.448,1.5,4.1,.357,2.3,4.3,.535,.535,1.1,1.5,.733,2.3,3.6,5.9,2.0,1.4,0.6,1.5,3.0,10.2,
189,Amir Coffey,27,LAC,SG,50,11,26.0,3.5,7.4,.474,1.6,3.7,.424,2.0,3.7,.524,.580,1.6,1.8,.899,0.5,1.9,2.4,1.1,0.6,0.1,0.8,1.6,10.2,
190,Caris LeVert,30,CLE,SF,38,3,23.8,3.6,7.8,.453,1.6,3.9,.405,2.0,3.9,.500,.554,1.5,2.2,.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,
191,Bogdan Bogdanović,32,ATL,SG,24,0,24.9,3.5,9.3,.371,1.8,6.1,.301,1.6,3.3,.500,.469,1.3,1.4,.882,0.5,2.3,2.8,2.0,0.8,0.3,1.5,2.4,10.0,
192,Tosan Evbuomwan,23,BRK,SF,18,0,24.6,3.7,7.9,.462,0.8,2.5,.311,2.9,5.4,.531,.510,1.9,2.6,.723,1.1,3.0,4.1,1.7,0.7,0.4,1.7,1.9,10.0,
193,Keon Johnson,22,BRK,SG,50,30,23.1,3.6,9.6,.378,1.5,5.0,.301,2.1,4.6,.461,.456,1.3,1.7,.783,0.8,2.7,3.5,1.9,0.9,0.3,1.2,2.5,10.0,
194,Svi Mykhailiuk,27,UTA,SF,20,10,19.3,3.5,8.6,.409,2.2,6.2,.347,1.4,2.4,.574,.535,0.8,1.1,.762,0.5,2.0,2.5,1.9,0.7,0.3,1.6,1.3,10.0,
195,Nic Claxton,25,BRK,C,45,37,26.5,4.3,7.9,.548,0.0,0.3,.071,4.3,7.6,.567,.549,1.2,2.3,.529,2.0,5.5,7.5,2.0,0.9,1.3,1.2,2.1,9.9,
196,Zach Edey,22,MEM,C,37,30,20.9,4.1,6.9,.588,0.4,1.1,.359,3.7,5.8,.630,.616,1.4,2.0,.680,3.3,4.5,7.8,1.0,0.6,1.2,1.5,2.7,9.9,
197,GG Jackson II,20,MEM,PF,9,0,17.6,3.6,8.8,.405,1.2,4.4,.275,2.3,4.3,.538,.475,1.6,1.9,.824,1.3,2.6,3.9,0.9,0.6,0.2,1.4,1.0,9.9,
198,Obi Toppin,26,IND,PF,47,0,19.0,3.8,7.1,.536,1.1,3.4,.342,2.7,3.7,.710,.617,1.1,1.4,.797,0.7,3.3,4.0,1.5,0.7,0.4,0.7,1.4,9.9,
199,Gary Trent Jr.,26,MIL,SG,45,7,24.7,3.5,8.0,.436,2.2,5.2,.428,1.2,2.7,.451,.577,0.7,0.8,.889,0.2,2.1,2.3,1.1,1.0,0.0,0.6,1.9,9.9,
200,Cam Whitmore,20,HOU,SF,32,0,17.3,3.8,8.7,.435,1.3,3.9,.333,2.5,4.8,.520,.511,1.1,1.5,.708,0.8,2.4,3.2,0.8,0.7,0.3,1.1,1.0,9.9,
201,Luguentz Dort,25,OKC,SF,47,47,29.0,3.4,8.1,.423,2.3,5.5,.415,1.1,2.6,.438,.564,0.7,0.8,.821,1.5,2.8,4.3,1.7,1.1,0.7,0.7,3.1,9.8,
202,Isaiah Joe,25,OKC,SG,46,11,21.1,3.5,7.8,.443,2.5,6.1,.406,1.0,1.7,.575,.601,0.4,0.6,.731,0.5,2.0,2.5,1.4,0.7,0.1,0.5,1.6,9.8,
203,T.J. McConnell,32,IND,PG,49,0,18.6,4.5,8.6,.521,0.2,0.6,.267,4.3,8.0,.541,.531,0.7,0.9,.739,0.6,2.1,2.6,4.5,1.2,0.3,1.6,1.1,9.8,
204,Luke Kennard,28,MEM,SG,38,6,22.2,3.3,6.9,.473,2.2,4.6,.477,1.1,2.3,.466,.632,1.0,1.1,.884,0.7,2.3,2.9,3.4,0.7,0.1,1.1,0.7,9.7,
205,Jose Alvarado,26,NOP,PG,27,7,22.2,3.2,8.0,.405,2.2,5.3,.410,1.0,2.6,.394,.542,1.0,1.3,.794,0.4,1.5,2.0,4.1,1.3,0.3,1.1,2.0,9.6,
206,Scotty Pippen Jr.,24,MEM,PG,51,16,21.2,3.6,7.7,.468,1.0,2.8,.357,2.6,4.9,.532,.533,1.5,2.2,.673,0.8,2.6,3.4,4.6,1.2,0.4,1.8,2.6,9.6,
207,Jalen Wilson,24,BRK,PF,51,15,27.4,3.2,8.2,.395,1.4,4.5,.313,1.8,3.7,.492,.480,1.6,2.0,.820,1.1,2.4,3.5,1.9,0.5,0.0,1.1,2.2,9.5,
208,Clint Capela,30,ATL,C,45,41,22.4,4.2,7.3,.573,0.0,0.0,,4.2,7.3,.573,.573,1.0,1.9,.541,3.3,5.7,9.0,1.2,0.6,1.0,1.0,2.0,9.4,
209,Noah Clowney,20,BRK,PF,37,18,23.1,3.0,8.1,.375,2.0,5.6,.354,1.0,2.4,.422,.498,1.4,1.6,.850,0.9,3.0,3.9,0.8,0.5,0.5,1.0,2.4,9.4,
210,Dalton Knecht,23,LAL,SF,48,12,20.7,3.4,7.4,.465,1.6,4.5,.358,1.8,2.9,.630,.574,1.0,1.2,.825,0.5,2.6,3.1,0.9,0.3,0.1,0.5,1.3,9.4,
211,Royce O'Neale,31,PHO,SF,45,13,25.4,3.4,7.8,.429,2.4,5.8,.409,1.0,2.1,.484,.580,0.4,0.5,.773,0.8,4.3,5.1,2.1,1.0,0.6,0.9,2.2,9.4,
212,Brandin Podziemski,21,GSW,SG,38,10,24.7,3.4,8.1,.427,1.3,4.0,.327,2.1,4.1,.526,.508,1.2,1.6,.746,1.0,3.6,4.6,3.4,1.0,0.2,1.1,1.5,9.4,
213,Patrick Williams,23,CHI,PF,42,35,26.7,3.3,8.8,.377,1.6,4.6,.351,1.7,4.2,.407,.469,1.1,1.5,.770,0.7,3.4,4.2,2.2,0.8,0.6,1.4,1.3,9.4,
214,Ziaire Williams,23,BRK,SF,38,21,23.6,3.2,7.9,.400,1.3,4.0,.325,1.9,3.9,.477,.482,1.8,2.2,.819,1.1,3.7,4.8,1.4,1.0,0.4,1.1,2.4,9.4,
215,Jaime Jaquez Jr.,23,MIA,SF,45,10,23.1,3.3,7.6,.437,0.6,2.0,.297,2.7,5.6,.488,.477,2.0,2.7,.767,1.3,3.4,4.7,2.7,1.1,0.2,1.5,1.6,9.3,
216,Chris Paul,39,SAS,PG,49,49,29.1,3.1,7.4,.418,1.8,4.8,.368,1.3,2.7,.508,.536,1.4,1.4,.958,0.5,3.6,4.1,8.2,1.3,0.2,1.5,1.9,9.3,
217,Kevin Porter Jr.,24,LAC,SG,45,2,19.6,3.8,9.0,.423,0.6,2.4,.245,3.2,6.7,.485,.455,1.1,1.7,.645,0.6,2.9,3.6,3.2,1.0,0.2,1.9,1.6,9.3,
218,Brice Sensabaugh,21,UTA,SF,40,1,17.8,3.4,7.5,.450,1.7,4.5,.376,1.7,2.9,.564,.564,0.9,0.9,.946,0.6,2.0,2.6,1.3,0.6,0.1,1.4,1.4,9.3,
219,Julian Strawther,22,DEN,SG,52,1,22.0,3.3,7.6,.432,1.5,4.2,.361,1.8,3.4,.520,.532,1.2,1.4,.822,0.3,1.8,2.1,1.3,0.7,0.3,0.8,2.4,9.3,
220,Cole Anthony,24,ORL,PG,48,10,17.2,3.4,8.0,.421,1.0,3.1,.318,2.4,4.9,.487,.483,1.3,1.7,.790,0.6,2.2,2.9,2.8,0.6,0.3,1.6,2.2,9.1,
221,Goga Bitadze,25,ORL,C,42,38,23.9,3.9,6.2,.627,0.0,0.5,.105,3.8,5.7,.668,.631,1.3,2.0,.651,2.7,5.4,8.1,2.3,0.8,1.6,1.4,2.3,9.1,
222,Dereck Lively II,20,DAL,C,32,25,24.0,3.9,5.5,.701,0.0,0.0,,3.9,5.5,.701,.701,1.4,2.2,.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,
223,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,.435,1.1,2.8,.379,2.2,4.7,.469,.506,1.5,2.4,.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,
224,Miles McBride,24,NYK,PG,41,0,23.3,3.3,7.9,.422,1.7,4.6,.367,1.6,3.3,.500,.530,0.8,1.0,.829,0.8,1.6,2.4,2.7,0.9,0.2,0.7,1.4,9.1,
225,Moses Moody,22,GSW,SG,43,5,18.5,3.1,7.0,.442,1.7,4.3,.398,1.4,2.7,.513,.565,1.2,1.6,.725,0.5,1.6,2.2,1.1,0.5,0.3,0.7,1.3,9.1,
226,Nick Richards,27,2TM,C,32,19,22.0,3.2,5.7,.566,0.0,0.1,.000,3.2,5.6,.572,.566,2.6,3.7,.701,2.6,5.9,8.5,1.1,0.3,1.2,1.6,2.5,9.0,
227,Nick Richards,27,CHO,C,21,9,21.0,3.0,5.4,.561,0.0,0.0,.000,3.0,5.4,.566,.561,2.8,4.1,.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,
228,Nick Richards,27,PHO,C,11,10,24.0,3.5,6.2,.574,0.0,0.1,.000,3.5,6.1,.582,.574,2.1,2.7,.767,2.8,7.5,10.4,0.6,0.3,1.1,1.7,2.9,9.2,
229,Kentavious Caldwell-Pope,31,ORL,SG,50,50,30.4,3.2,7.6,.416,1.5,4.7,.314,1.7,2.9,.583,.513,1.2,1.3,.881,0.4,1.7,2.0,1.8,1.5,0.5,0.9,1.9,9.0,
230,Dorian Finney-Smith,31,2TM,PF,35,24,27.0,3.2,6.8,.468,2.0,4.7,.427,1.2,2.1,.562,.616,0.5,0.8,.655,1.3,2.6,3.9,1.3,0.9,0.3,0.9,2.5,8.9,
231,Dorian Finney-Smith,31,BRK,PF,20,20,29.0,3.7,8.0,.459,2.4,5.4,.435,1.3,2.6,.510,.607,0.8,1.2,.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,
232,Dorian Finney-Smith,31,LAL,PF,15,4,24.5,2.5,5.2,.487,1.5,3.7,.411,1.0,1.5,.682,.635,0.3,0.3,.800,0.9,2.1,2.9,1.0,0.9,0.0,0.8,2.2,6.9,
233,Anthony Black,21,ORL,PG,49,9,24.7,3.1,7.7,.402,0.6,2.3,.261,2.5,5.3,.464,.441,2.1,2.8,.755,0.6,2.0,2.6,3.4,1.0,0.5,1.9,2.3,8.9,
234,Wendell Carter Jr.,25,ORL,C,40,26,25.7,3.2,6.9,.457,0.5,2.3,.209,2.7,4.6,.578,.491,2.1,2.9,.730,1.9,5.4,7.2,2.3,0.9,0.5,1.0,2.8,8.9,
235,Max Christie,21,2TM,SG,48,25,25.3,2.9,6.4,.450,1.3,3.5,.376,1.6,2.9,.540,.553,1.6,2.0,.830,0.6,2.3,2.9,1.5,0.8,0.5,0.9,1.6,8.8,
236,Max Christie,21,LAL,SG,46,25,25.1,2.8,6.3,.444,1.3,3.5,.368,1.5,2.7,.544,.549,1.6,1.9,.851,0.5,2.1,2.7,1.4,0.8,0.5,0.8,1.6,8.5,
237,Max Christie,21,DAL,SG,2,0,31.0,5.5,10.5,.524,2.0,3.5,.571,3.5,7.0,.500,.619,2.0,3.5,.571,2.0,5.5,7.5,3.5,0.5,0.5,1.0,1.5,15.0,
238,Yves Missi,20,NOP,C,48,42,27.2,3.5,6.3,.556,0.0,0.0,.000,3.5,6.3,.558,.556,1.8,2.7,.651,3.5,4.5,8.0,1.4,0.6,1.4,1.2,2.2,8.8,
239,Georges Niang,31,CLE,PF,51,1,20.6,3.3,6.8,.477,1.8,4.4,.400,1.5,2.4,.618,.606,0.5,0.6,.793,0.7,3.0,3.7,1.3,0.3,0.1,0.9,2.5,8.7,
240,Marcus Smart,30,MEM,PG,19,6,21.1,2.8,7.8,.358,1.5,4.7,.322,1.3,3.1,.414,.456,1.6,1.9,.833,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,8.7,
241,Nickeil Alexander-Walker,26,MIN,SG,52,4,23.9,3.1,7.1,.439,1.7,4.3,.396,1.4,2.8,.503,.559,0.7,1.0,.731,0.6,2.3,2.9,2.4,0.6,0.3,1.2,1.7,8.6,
242,Carlton Carrington,19,WAS,PG,51,36,29.1,3.2,8.0,.395,1.5,4.5,.341,1.6,3.5,.466,.491,0.7,0.9,.818,0.4,3.5,3.9,3.9,0.7,0.2,1.5,2.3,8.6,
243,Jusuf Nurkić,30,PHO,C,25,23,23.7,3.0,6.5,.454,0.8,2.4,.322,2.2,4.2,.529,.512,1.9,2.8,.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,
244,Ausar Thompson,22,DET,SF,30,19,20.6,3.5,6.8,.515,0.2,1.1,.219,3.3,5.7,.570,.532,1.3,2.2,.615,1.6,3.4,5.0,1.9,1.6,0.4,1.3,2.7,8.6,
245,Tristan Da Silva,23,ORL,SF,49,35,25.6,3.2,7.6,.427,1.2,3.8,.332,2.0,3.8,.522,.509,0.8,1.0,.854,1.2,2.7,4.0,1.7,0.5,0.2,0.9,1.5,8.5,
246,Max Strus,28,CLE,SF,24,11,24.8,3.0,7.1,.427,2.1,5.6,.378,0.9,1.5,.611,.576,0.3,0.4,.778,0.8,3.5,4.3,3.0,0.6,0.4,1.0,2.0,8.5,
247,Dalano Banton,25,POR,PG,40,0,15.2,3.0,7.3,.412,1.1,3.2,.357,1.9,4.1,.455,.490,1.3,1.9,.703,0.3,1.6,2.0,2.1,0.7,0.5,1.2,0.9,8.4,
248,Bruce Brown,28,TOR,PG,18,0,19.6,3.2,7.3,.435,0.6,2.0,.306,2.6,5.3,.484,.477,1.4,1.6,.897,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,8.4,
